PT	UT	PM	DT	LT	TI	FT	AU	CA	BA	BE	PN	AE	DG	PC	PL	SO	SE	PY	PD	VL	IS	PS	BP	EP	LA	ME	CT	CL	CY	SP	AB	C1	EM	RI	OI	U1	U2	CR	NR	TC	Z9	PU	PA	SC	SN	EI	DI	BN	MC	CC	TA	DS	CH	GN	SD	GE	TM	MQ	PR	MI	OA	HC	HP	DA	
J	BCI:BCI201600707150	27034017			HOXB13 and other high penetrant genes for prostate cancer		Pilie, Patrick G.; Giri, Veda N.; Cooney, Kathleen A. (Kcooney@med.umich.edu)									Asian Journal of Andrology		2016	JUL-AUG 2016	18	4	530-532	530	532											Cooney, Kathleen/0000-0003-3831-6943										1008-682X	1745-7262	10.4103/1008-682X.175785																		
J	BCI:BCI201600607416	27375968			Design and validation of a next generation sequencing assay for hereditary BRCA1 and BRCA2 mutation testing		Kang, Hyunseok P. (research@counsyl.com) ; Maguire, Jared R.; Chu, Clement S.; Hague, Imran S.; Lai, Henry; Mar-Heyming, Rebecca; Ready, Kaylene; Vysotskaia, Valentina S.; Evans, Eric A.									PeerJ		2016	JUN 28 2016	4		Article No.: e2162	e2162								Hereditary breast and ovarian cancer syndrome, caused by a germline pathogenic variant in the BRCA1 Or BRCA2 (BRCA1/2) genes, is characterized by an increased risk for breast, ovarian, pancreatic and other cancers. Identification of those who have a BRCA1/2 mutation is important so that they can take advantage of genetic counseling, screening, and potentially life-saving prevention strategies. We describe the design and analytic validation of the Counsyl Inherited. Cancer Screen, a next-generation sequencing -based test to detect pathogenic variation the BRCA1 and BRCA2 genes. We demonstrate that the test is capable of detecting single-nucleotide variants (SNVs) short insertions and deletions (indels), and copy-number variants (CNVs, lalso known as large rearrangements) with zero errors over a 114-sample validation set consisting of samples from cell lines and deidentified patient samples, including 36 samples with BRCA1/2 Pathogenic germline mutations.														2167-8359	2167-8359	10.7717/peerj.2162																		
J	BCI:BCI201600668395	26992017			Genetic anticipation in BRCA1/BRCA2 families after controlling for ascertainment bias and cohort effect		Cruz Guindalini, Rodrigo Santa; Song, Andrew; Fackenthal, James D.; Olopade, Olufunmilayo I.; Huo, Dezheng (dhuo@health.bsd.uchicago.edu)									Cancer		2016	JUN 15 2016	122	12	1913-1920	1913	1920							BACKGROUNDGenetic anticipation, the earlier onset of disease in successive generations, has been reported in hereditary breast and ovarian cancer syndrome (HBOC), but little is known about its underlying mechanisms. Ascertainment bias has been suggested as a reason in previous studies. Likewise, cohort effect, which may be caused by environmental factors, can be misinterpreted as genetic anticipation.METHODSThe authors reviewed the pedigrees of 176 kindreds, segregating those with deleterious mutations in breast cancer genes 1 and 2 (BRCA1/BRCA2) who had at least 2 consecutive generations of the same cancer (breast or ovarian). By using mutation probabilities as analytical weights in weighted random-effect models, generational differences in the age at onset of breast/ovarian cancer were calculated. The analyses were further controlled for ascertainment bias by excluding probands and adjusting for birth-cohort effect in the anticipation models.RESULTSThe mean age at the onset of breast cancer for the probands' generation was 41.9 years, which was 6.8 years and 9.8 years earlier than the parents' and grandparents' generations, respectively. The anticipation effect for breast cancer remained significant after excluding the probands. There was a birth-cohort effect: patients who were born in 1930s and 1940s had breast cancer 5.0 years and 7.6 years earlier than patients who were born before 1920. The difference in breast cancer age of onset across generations was no longer significant after adjusting for birth-cohort effect.CONCLUSIONSThe observed anticipation effect was driven mainly by a decrease in age of onset across birth cohorts, underscoring the need for risk-reducing interventions that target changing environmental/lifestyle factors in BRCA1/BRCA2 carriers. Cancer 2016;122:1913-20. (c) 2016 American Cancer Society.After controlling for potential bias, the study found earlier disease onset in successive generation in hereditary breast and ovarian cancer syndrome but this observed anticipation effect was mainly driven by a decrease in age of onset across birth cohorts. This finding suggests that environmental/lifestyle factors rather than genetic changes account for the anticipation effect.				Song, Andrew/0000-0002-6915-8733										0008-543X	1097-0142	10.1002/cncr.29972																		
J	BCI:BCI201600532220	26941049			Eligibility Criteria and Genetic Testing Results from a High-Risk Cohort for Hereditary Breast and Ovarian Cancer Syndrome in Southeastern Ontario		Vidal, Ricardo dos Santos; Hawrysh, Andrea; Walia, Jagdeep S.; Davey, Scott; Feilotter, Harriet (hf4@queensu.ca)									Journal of Molecular Diagnostics		2016	MAY 2016	18	3	362-369	362	369							Germline mutations in breast and ovarian cancer are rare, with approximately 5% to 10% and 13% being hereditary in origin, respectively. In 2001, the Ontario Ministry of Health and Long Term Care, in an effort to contain costs, defined criteria to determine an individual's eligibility for BRCA genetic screening. We studied a cohort of individuals that have undergone genetic testing at Kingston General Hospital between 2001 and late 2013. We focused on determining whether the 13 risk criteria, defined by an expert working group for the Ontario Ministry of Health and Long Term Care, have performed according to expectations in this cohort. Our findings show that all of the criteria perform well by identifying carriers at the expected 10% rate defined by the guidelines. We demonstrate that loose application of the risk criteria does not further enrich for BRCA variant carriers. Our assessment of the established risk criteria that have been in use in Ontario for more than a decade, provide evidence for their effectiveness, and offer insights into how they may be expanded or improved.				Vidal, Ricardo/0000-0003-4331-4133										1525-1578	1943-7811	10.1016/j.jmoldx.2015.11.007																		
J	BCI:BCI201600629061	27303907			BRCA1 and BRCA2 rearrangements in Brazilian individuals with Hereditary Breast and Ovarian Cancer Syndrome		Ewald, Ingrid Petroni; Cossio, Silvia Liliana; Palmero, Edenir Inez; Pinheiro, Manuela; de Oliveira Nascimento, Ivana Lucia; Bonfim Machado, Taisa Manuela; Sandes, Kiyoko Abe; Toralles, Betania; Garicochea, Bernardo; Izetti, Patricia; Saraiva Pereira, Maria Luiza; Bock, Hugo; Vargas, Fernando Regla; Martins Moreira, Miguel Angelo; Peixoto, Ana; Teixeira, Manuel R.; Ashton-Prolla, Patricia (pprolla@hcpa.edu.br)									Genetics and Molecular Biology		2016	APR-JUN 2016	39	2	223-231	223	231							Approximately 5-10% of breast cancers are caused by germline mutations in high penetrance predisposition genes. Among these, BRCA1 and BRCA2, which are associated with the Hereditary Breast and Ovarian Cancer (HBOC) syndrome, are the most frequently affected genes. Recent studies confirm that gene rearrangements, especially in BRCA1, are responsible for a significant proportion of mutations in certain populations. In this study we determined the prevalence of BRCA rearrangements in 145 unrelated Brazilian individuals at risk for HBOC syndrome who had not been previously tested for BRCA mutations. Using Multiplex Ligation-dependent Probe Amplification (MLPA) and a specific PCR-based protocol to identify a Portuguese founder BRCA2 mutation, we identified two (1,4%) individuals with germline BRCA1 rearrangements (c.547+240_5193+178del and c.4675+467_5075-990del) and three probands with the c.156_157insAlu founder BRCA2 rearrangement. Furthermore, two families with false positive MLPA results were shown to carry a deleterious point mutation at the probe binding site. This study comprises the largest Brazilian series of HBOC families tested for BRCA1 and BRCA2 rearrangements to date and includes patients from three regions of the country. The overall observed rearrangement frequency of 3.44% indicates that rearrangements are relatively uncommon in the admixed population of Brazil.			Teixeira, Manuel/E-4885-2011; Ashton-Prolla, Patricia/H-2927-2012	Teixeira, Manuel/0000-0002-4896-5982; Peixoto, Ana/0000-0002-1404-5897; Pinheiro, Manuela/0000-0001-8228-3435										1415-4757	1678-4685	10.1590/1678-4685-GMB-2014-0350																		
J	BCI:BCI201600356285				Implementation of BRCA1/2 recurrent mutation genotyping panel in Chinese HBOC patients		Kwong, A.; Ho, J. C. W.; Shin, V. Y.; Chan, T. L.; Ma, E. S. K.; Ford, J. M.									European Journal of Cancer		2016	APR 2016	57	Suppl. 2	S36	S36																						0959-8049	1879-0852																			
J	BCI:BCI201600337449				Genetic predisposition for pancreatic cancer and opportunities for early detection		Bruno, M.									European Journal of Cancer		2016	APR 2016	57	Suppl. 1	S4	S4																						0959-8049	1879-0852																			
J	BCI:BCI201600449339	26974991			Managing patients at genetic risk of breast cancer		Pederson, Holly J. (pedersh@ccf.org) ; Padia, Shilpa A.; May, Maureen; Grobmyer, Stephen									Cleveland Clinic Journal of Medicine		2016	MAR 2016	83	3	199-206	199	206							Hereditary syndromes that increase the risk of breast cancer are not common, but it is critical to recognize and manage them appropriately. This paper reviews the management of patients with the most common hereditary breast cancer syndromes, ie, hereditary breast and ovarian cancer syndrome, hereditary diffuse gastric cancer, Cowden syndrome (PTEN hamartoma tumor syndrome), Peutz-Jeghers syndrome, and Li-Fraumeni syndrome.														0891-1150	1939-2869	10.3949/ccjm.83a.14057																		
J	BCI:BCI201600219557	26852130			Tracking of the origin of recurrent mutations of the BRCA1 and BRCA2 genes in the North-East of Italy and improved mutation analysis strategy		Cini, Giulia; Mezzavilla, Massimo; Della Puppa, Lara; Cupelli, Elisa; Fornasin, Alessio; D'Elia, Angela Valentina; Dolcetti, Riccardo; Damante, Giuseppe; Bertok, Sara; Miolo, Gianmaria; Maestro, Roberta; de Paoli, Paolo; Amoroso, Antonio; Viel, Alessandra (aviel@cro.it)									BMC Medical Genetics		2016	FEB 6 2016	17		Article No.: 11	11								Background: About 20 % of hereditary breast cancers are caused by mutations in BRCA1 and BRCA2 genes. Since BRCA1 and BRCA2 mutations may be spread throughout the gene, genetic testing is usually performed by direct sequencing of entire coding regions. In some populations, especially if relatively isolated, a few number of recurrent mutations is reported, sometimes caused by founder effect.Methods: BRCA1 and BRCA2 screening for mutations was carried out on 1114 breast and/or ovarian cancer patients complying with the eligibility criteria for BRCA testing. Haplotype analysis was performed on the probands carrying recurrent mutations and their relatives, using two sets of microsatellite markers covering the BRCA1 (D17S588, D17S806, D17S902, D17S1325, D17S855, D17S1328, D17S800, and D17S250) and BRCA2 (D13S220, D13S267, D13S171, D13S1701, D13S1698, D13S260, D13S290, D13S1246) loci. The DMLE + 2.2 software was used to estimate the age of BRCA1 c.676delT and BRCA2 c.7806-2A > G. A multiplex PCR and two different primer extension assays were optimized and used for genotyping the recurrent mutations of the two genes.Results: In the time frame of almost 20 years of genetic testing, we have found that five BRCA1 and three BRCA2 mutations are recurrent in a substantial subset of carriers from North-East Italy and neighboring Istria, where they represent more than 50 % of all mutations. Microsatellite analyses identified a common haplotype of different length for each mutation. Age estimation of BRCA1 c.676delT and BRCA2 c.7806-2A > G mutations revealed that they arose in the Friuli Venezia Giulia area about 86 and 94 generations ago, respectively. Suggestion of an association between BRCA2 c.7806-2A > G and risk of breast cancer in males has emerged. Finally, we developed a simple and efficient pre-screeening test, performing an in-house primer extension SNaPshot (R) assay for the rapid identification of the eight recurrent mutations.Conclusions: Proofs of common ancestry has been obtained for the eight recurrent mutations. The observed genotype-phenotype correlation and the proposed rapid mutation detection strategy could improve the clinical management of breast and ovarian patients in North-East of Italy and neighboring geographic areas.			Maestro, Roberta/M-1846-2015; Viel, Alessandra/J-7116-2018	Maestro, Roberta/0000-0002-6642-5592; Viel, Alessandra/0000-0003-2804-0840; Dolcetti, Riccardo/0000-0003-1625-9853; De Paoli, Paolo/0000-0002-9502-1781										1471-2350		10.1186/s12881-016-0274-6																		
J	BCI:BCI201600307187	26840135			The Role of Risk-Reducing Surgery in Hereditary Breast and Ovarian Cancer		Hartmann, Lynn C. (hartmann.lynn@mayo.edu) ; Lindor, Noralane M.									New England Journal of Medicine		2016	FEB 4 2016	374	5	454-468	454	468							HEREDITARY BREAST AND OVARIAN CANCER IS A SYNDROME THAT INvolves an increased predisposition to breast cancer, ovarian cancer, or both and an autosomal dominant pattern of transmission. The numbers of breast-cancer diagnoses, the ages of patients at diagnosis, and the occurrence of ovarian cancer in addition to breast cancer vary among families with hereditary breast and ovarian cancer syndrome. The likelihood of detecting an underlying disease-causing mutation is highest in the most severely affected families, especially those with ovarian cancer. Disease-causing mutations in BRCA1 and BRCA2, the genes most often associated with hereditary breast and ovarian cancer syndrome, are identified in only a minority of families with suspected hereditary breast and ovarian cancer syndrome.Risk-reducing mastectomy and risk-reducing salpingo-oophorectomy are options for the primary prevention of breast and ovarian cancers, and they have been shown in multiple studies to have efficacy. However, these procedures, which have profound effects on a woman's body, are associated with complex and emotionally charged decision making.In this review, we address issues related to the care of women in families with hereditary breast and ovarian cancer syndrome who have not had cancer. We discuss risk assessment for breast and ovarian cancers according to the woman's age, the efficacy of risk-reducing surgery, the complications and psychosocial effects of these procedures, alternative strategies for risk management, and the best ways to facilitate individual decision making.														0028-4793	1533-4406	10.1056/NEJMra1503523																		
J	BCI:BCI201600303713				Incidence of Occult Carcinomas in Fallopian Tubes in High-risk Patients - A Prospective Study from North Shore - LIJ Health System		Roychoudhury, Sudarshana; Farmer, Peter; Fan, Cathy; Liang, Sharon									Modern Pathology		2016	FEB 2016	29	Suppl. 2	307A	307A																						0893-3952	1530-0285																			
J	BCI:BCI201600210591	26780556			Investigating the effect of 28 BRCA1 and BRCA2 mutations on their related transcribed mRNA		Quiles, Francisco; Menendez, Mireia; Tornero, Eva; del Valle, Jesus; Teule, Alex; Palanca, Sarai; Izquierdo, Angel; Gomez, Carolina; Campos, Olga; Santamaria, Raul; Brunet, Joan; Capella, Gabriel; Feliubadalo, Lidia; Lazaro, Conxi (conxi.lazaro@gmail.com)									Breast Cancer Research and Treatment		2016	JAN 2016	155	2	253-260	253	260							Germline inactivating mutations in the BRCA1 and BRCA2 genes are responsible for hereditary breast and ovarian cancer syndrome (HBOCS). Genetic testing of these genes identifies a significant proportion of variants of uncertain significance (VUS). Elucidation of the clinical impact of these variants is an important challenge in genetic diagnostics and counseling. In this study, we assess the RNA effect of 28 BRCA1 and BRCA2 VUS identified in our set of HBOCS families with the aim of gaining insight into their clinical relevance. mRNA was extracted from VUS carriers and controls lymphocytes cultured for 5-6 days and treated with puromycin. RNA was reverse transcribed to perform transcriptional analysis for the study of splicing aberrations. In silico prediction tools were used to select those variants most likely to affect the RNA splicing process. Six out of the 28 variants analyzed showed an aberrant splicing pattern and could therefore be classified as probably pathogenic mutations. Reclassification of VUS improves the genetic counseling and clinical surveillance of carriers of these mutations and highlights the importance of RNA studies in routine diagnostic laboratories.			Feliubadalo, Lidia/G-4577-2016; Capella, Gabriel/I-1879-2015; Menendez Vila, Mireia/H-9981-2015; LAZARO GARCIA, CONXI/Q-2410-2016	Feliubadalo, Lidia/0000-0002-1736-0112; Capella, Gabriel/0000-0002-4669-7320; Menendez Vila, Mireia/0000-0001-8050-0803; LAZARO GARCIA, CONXI/0000-0002-7198-5906; Izquierdo Font, Angel/0000-0003-2004-3246; Teule, Alex/0000-0003-0028-7200; del Valle, Jesus/0000-0003-3607-7045; Brunet, Joan/0000-0003-1945-3512										0167-6806	1573-7217	10.1007/s10549-015-3676-9																		
J	BCI:BCI201600161519	26669862			It's Totally Tubular....Riding The New Wave of Ovarian Cancer Research		Perets, Ruth (Ru_Perets@rambam.health.gov.il) ; Drapkin, Ronny (rdrapkin@mail.med.upenn.edu)									Cancer Research		2016	JAN 1 2016	76	1	10-17	10	17							Hereditary breast and ovarian cancer syndrome carries significant mortality for young women if effective preventive and screening measures are not taken. Preventive salpingo-oophorectomy is currently the only method known to reduce the risk of ovarian cancer-related death. Histopathological analyses of these surgical specimens indicate that a high proportion of ovarian cancers in women at high risk and in the general population arise from the fallopian tube. This paradigm shift concerning the cell of origin for the most common subtype of ovarian cancer, highgrade serous carcinoma, has sparked a major effort within the research community to develop new and robust model systems to study the fallopian tube epithelium as the cell of origin of "ovarian" cancer. In this review, evidence supporting the fallopian tube as the origin of ovarian cancer is presented as are novel experimental model systems for studying the fallopian tube epithelium in high-risk women as well as in the general population. This review also addresses the clinical implications of the newly proposed cell of origin, the clinical questions that arise, and novel strategies for ovarian cancer prevention. (C)2015 AACR.			Drapkin, Ronny/E-9944-2016	Drapkin, Ronny/0000-0002-6912-6977										0008-5472	1538-7445	10.1158/0008-5472.CAN-15-1382																		
J	BCI:BCI201600073279	26350354			Functional Analysis of BARD1 Missense Variants in Homology-Directed Repair of DNA Double Strand Breaks		Lee, Cindy; Banerjee, Tapahsama; Gillespie, Jessica; Ceravolo, Amanda; Parvinsmith, Matthew R.; Starita, Lea M.; Fields, Stanley; Toland, Amanda E. (Amanda.Toland@osumc.edu) ; Parvin, Jeffrey D. (Jeffrey.Parvin@osumc.edu)									Human Mutation		2015	DEC 2015	36	12	1205-1214	1205	1214							Genes associated with hereditary breast and ovarian cancer (HBOC) are often sequenced in search of mutations that are predictive of susceptibility to these cancer types, but the sequence results are frequently ambiguous because of the detection of missense substitutions for which the clinical impact is unknown. The BARD1 protein is the heterodimeric partner of BRCA1 and is included on clinical gene panels for testing for susceptibility to HBOC. Like BRCA1, it is required for homology-directed DNA repair (HDR). We measured the HDR function of 29 BARD1 missense variants, 27 culled from clinical test results and two synthetic variants. Twenty-three of the assayed variants were functional for HDR; of these, four are known neutral variants. Three variants showed intermediate function, and three others were defective in HDR. When mapped to BARD1 domains, residues crucial for HDR were located in the N- and C- termini of BARD1. In the BARD1 RING domain, critical residues mapped to the zinc-coordinating amino acids and to the BRCA1-BARD1 binding interface, highlighting the importance of interaction between BRCA1 and BARD1 for HDR activity. Based on these results, we propose that the HDR assay is a useful complement to genetic analyses to classify BARD1 variants of unknown clinical significance. (C) 2015 Wiley Periodicals, Inc.			Parvin, Jeffrey/C-8955-2009											1059-7794	1098-1004	10.1002/humu.22902																		
J	BCI:BCI201600103058	26763067			Singapore Cancer Network (SCAN) Guidelines for Referral for Genetic Evaluation of Common Hereditary Cancer Syndromes		Lee, Soo Chin (csilsc@nus.edu.sg) ; Ang, Peter; Koh, Poh Koon; Ngeow, Joanne Y. Y.; Tan, Min-Han	Singapore Canc Network SCAN Canc G								Annals Academy of Medicine Singapore		2015	OCT 2015	44	10	492-510	492	510							Introduction: The SCAN cancer genetics workgroup aimed to develop Singapore Cancer Network (SCAN) clinical practice guidelines for referral for genetic evaluation of common hereditary cancer syndromes. Materials and Methods: The workgroup utilised a modified ADAPTE process to calibrate high quality international evidence-based clinical practice guidelines to our local setting. Results: To formulate referral guidelines for the 3 most commonly encountered hereditary cancer syndromes to guide healthcare providers in Singapore who care for cancer patients and/or their family members, 7, 5, and 3 sets of international guidelines respectively for hereditary breast and ovarian cancer (HBOC) syndrome, Lynch syndrome (LS), and familial adenomatous polyposis (FAP) were evaluated. For each syndrome, the most applicable one was selected, with modifications made such that they would be appropriate to the local context. Conclusion: These adapted guidelines form the SCAN Guidelines 2015 for referral for genetic evaluation of common hereditary cancer syndromes.														0304-4602																				
J	BCI:BCI201500653419	26109557			AGO Austria recommendations for genetic testing of patients with ovarian cancer		Marth, Christian (christian.marth@uki.at) ; Hubalek, Michael; Petru, Edgar; Polterauer, Stephan; Reinthaller, Alexander; Schauer, Christian; Scholl-Firon, Tonja; Singer, Christian F.; Zschocke, Johannes; Zeimet, Alain G.									Wiener Klinische Wochenschrift		2015	AUG 2015	127	15-16	652-654	652	654							In Austria, 700 women are diagnosed every year with ovarian carcinoma. Approximately 15 % of the patients with epithelial ovarian cancer have a germline mutation in the BRCA1 or BRCA2 genes. The increased incidence of breast and/or ovarian cancer in genetically related family members has given rise to the term "hereditary breast and ovarian cancer syndrome" (HBOC). Some 25-55 % of these in-family diseases are attributed to germline mutations of BRCA1 or BRCA2, and approximately 5-10 % to other known tumor predisposition syndromes. The remaining persons may carry mutations in as yet unidentified genes. HBOC caused by BRCA1 and BRCA2 mutations is an autosomal dominant disorder with high penetrance. BRCA1 and BRCA2 encode for so-called tumor suppressor proteins. Inherited functional mutations of these genes cause loss of function of the respective allele. Loss of function of the second allele causes complete loss of the corresponding protein and facilitates the development of a malignancy.The Association of Gynecologic Oncology recommends that testing for a germline mutation in BRCA1 or BRCA2 should be offered to all patients with epithelial ovarian cancer. When mutations in BRCA1, BRCA2, or other cancer-susceptibility genes have been identified, patients with ovarian carcinoma can be treated with new, innovative therapies. This recommendation is intended as a standard guideline for genetic testing of patients with an ovarian carcinoma.														0043-5325	1613-7671	10.1007/s00508-015-0814-7																		
J	BCI:BCI201500521503	26022348			HBOC multi-gene panel testing: comparison of two sequencing centers		Schroeder, Christopher (christopher.schroeder@med.uni-tuebingen.de) ; Faust, Ulrike; Sturm, Marc; Hackmann, Karl; Grundmann, Kathrin; Harmuth, Florian; Bosse, Kristin; Kehrer, Martin; Benkert, Tanja; Klink, Barbara; Mackenroth, Luisa; Betcheva-Krajcir, Elitza; Wimberger, Pauline; Kast, Karin; Heilig, Mechthilde; Huu Phuc Nguyen; Riess, Olaf; Schroeck, Evelin; Bauer, Peter; Rump, Andreas									Breast Cancer Research and Treatment		2015	JUL 2015	152	1	129-136	129	136							Multi-gene panels are used to identify genetic causes of hereditary breast and ovarian cancer (HBOC) in large patient cohorts. This study compares the diagnostic workflow in two centers and gives valuable insights into different next-generation sequencing (NGS) strategies. Moreover, we present data from 620 patients sequenced at both centers. Both sequencing centers are part of the German consortium for hereditary breast and ovarian cancer (GC-HBOC). All 620 patients included in this study were selected following standard BRCA1/2 testing guidelines. A set of 10 sequenced genes was analyzed per patient. Twelve samples were exchanged and sequenced at both centers. NGS results were highly concordant in 12 exchanged samples (205/206 variants = 99.51 %). One non-pathogenic variant was missed at center B due to a sequencing gap (no technical coverage). The custom enrichment at center B was optimized during this study; for example, the average number of missing bases was reduced by a factor of four (vers. 1: 1939.41, vers. 4: 506.01 bp). There were no sequencing gaps at center A, but four CCDS exons were not included in the enrichment. Pathogenic mutations were found in 12.10 % (75/620) of all patients: 4.84 % (30/620) in BRCA1, 4.35 % in BRCA2 (27/620), 0.97 % in CHEK2 (6/620), 0.65 % in ATM (4/620), 0.48 % in CDH1 (3/620), 0.32 % in PALB2 (2/620), 0.32 % in NBN (2/620), and 0.16 % in TP53 (1/620). NGS diagnostics for HBOC-related genes is robust, cost effective, and the method of choice for genetic testing in large cohorts. Adding 8 genes to standard BRCA1- and BRCA2-testing increased the mutation detection rate by one-third.				Rump, Andreas/0000-0001-7116-6364										0167-6806	1573-7217	10.1007/s10549-015-3429-9																		
J	BCI:BCI201500528747	26047126			BRCA Mutations Increase Fertility in Families at Hereditary Breast/Ovarian Cancer Risk		Kwiatkowski, Fabrice (Fabrice.Kwiatkowski@CJP.fr) ; Arbre, Marie; Bidet, Yannick; Laquet, Claire; Uhrhammer, Nancy; Bignon, Yves-Jean									PLoS One		2015	JUN 5 2015	10	6	Article No.: e0127363	e0127363								BackgroundDeleterious mutations in the BRCA genes are responsible for a small, but significant, proportion of breast and ovarian cancers (5 - 10 %). Proof of de novo mutations in hereditary breast/ovarian cancer (HBOC) families is rare, in contrast to founder mutations, thousands of years old, that may be carried by as much as 1% of a population. Thus, if mutations favoring cancer survive selection pressure through time, they must provide advantages that compensate for the loss of life expectancy.MethodThis hypothesis was tested within 2,150 HBOC families encompassing 96,325 individuals. Parameters included counts of breast/ovarian cancer, age at diagnosis, male breast cancer and other cancer locations. As expected, well-known clinical parameters discriminated between BRCA-mutated families and others: young age at breast cancer, ovarian cancer, pancreatic cancer and male breast cancer. The major fertility differences concerned men in BRCA-mutated families: they had lower first and mean age at paternity, and fewer remained childless. For women in BRCA families, the miscarriage rate was lower. In a logistic regression including clinical factors, the different miscarriage rate and men's mean age at paternity remained significant.ResultsFertility advantages were confirmed in a subgroup of 746 BRCA mutation carriers and 483 non-carriers from BRCA mutated families. In particular, female carriers were less often nulliparous (9.1 % of carriers versus 16.0 %, p = 0.003) and had more children (1.8 +/- 1.4 SD versus 1.5 +/- 1.3, p = 0.002) as well as male carriers (1.7 +/- 1.3 versus 1.4 +/- 1.3, p = 0.024).ConclusionAlthough BRCA mutations shorten the reproductive period due to cancer mortality, they compensate by improving fertility both in male and female carriers.				Bidet, Yannick/0000-0002-9624-8195										1932-6203	1932-6203	10.1371/journal.pone.0127363																		
J	BCI:BCI201700651865				Hereditary Cancer Syndromes and Risk Assessment		Anonymous	Comm Genetics								Obstetrics & Gynecology		2015	JUN 2015	125	6	1538-1543	1538	1543							A hereditary cancer syndrome is a genetic predisposition to certain types of cancer, often with onset at an early age, caused by inherited mutations in one or more genes. Cases of cancer commonly encountered by obstetrician-gynecologists or other obstetric-gynecologic providers-such as breast cancer, ovarian cancer, and endometrial cancer-are features of specific hereditary cancer syndromes. The most common hereditary cancer syndromes related to gynecologic cancer include hereditary breast and ovarian cancer syndrome, Lynch syndrome, Li-Fraumeni syndrome, Cowden syndrome, and Peutz-Jeghers syndrome. A hereditary cancer risk assessment is the key to identifying patients and families who may be at increased risk of developing certain types of cancer. Screening should include, at minimum, a personal cancer history and a first-and second-degree relative cancer history that includes a description of the type of primary cancer, the age of onset, and the lineage (paternal versus maternal) of the family member. In addition, a patient's ethnic background can influence her genetic risk. If a hereditary cancer risk assessment suggests an increased risk of a hereditary cancer syndrome, referral to a specialist in cancer genetics or a health care provider with expertise in genetics is recommended for expanded gathering of family history information, risk assessment, education, and counseling, which may lead to genetic testing.														0029-7844	0029-7844																			
J	BCI:BCI201500570670				BRCA1/2 founder mutations among high-risk HBOC patients from Northeast of Brazil		Nascimento, Ivana L.; Felix, Gabriela E. S.; Sandes, Camila A.; Machado-Lopes, Taisa B.; Bomfim, Thais F.; Meyer, Roberto; Romeo, Maura; Toralles, Betania; Sandes, Kiyoko A.									Cancer Research		2015	MAY 1 2015	75	Suppl. 9	P4-13-02	P4																						0008-5472	1538-7445																			
J	BCI:BCI201500570654				Spectrum of mutations identified in a 25-gene hereditary cancer panel for patients with breast cancer		Sharma, Lavania; Moyes, Kelsey; Abernethy, John; McCoy, Heidi; Saam, Jennifer; Landon, Michelle; Wenstrup, Richard									Cancer Research		2015	MAY 1 2015	75	Suppl. 9	P4-12-02	P4																						0008-5472	1538-7445																			
J	BCI:BCI201500405429	25366421			Mutational analysis of BRCA1/2 in a group of 134 consecutive ovarian cancer patients. Novel and recurrent BRCA1/2 alterations detected by next generation sequencing		Ratajska, Magdalena (mratajska@gumed.edu.pl) ; Krygier, Magdalena; Stukan, Maciej; Kuzniacka, Alina; Koczkowska, Magdalena; Dudziak, Miroslaw; Sniadecki, Marcin; Debniak, Jaroslaw; Wydra, Dariusz; Brozek, Izabela; Biernat, Wojciech; Borg, Ake; Limon, Janusz; Wasag, Bartosz									Journal of Applied Genetics		2015	MAY 2015	56	2	193-198	193	198							The importance of proper mutational analysis of BRCA1/2 in individuals at risk for hereditary breast and ovarian cancer syndrome is widely accepted. Standard genetic screening includes targeted analysis of recurrent, population-specific mutations. The purpose of the study was to establish the frequency of germline BRCA1/2 mutations in a group of 134 unrelated patients with primary ovarian cancer. Next generation sequencing analysis revealed a presence of 20 (14.9 %) mutations, where 65 % (n = 13) were recurrent BRCA1 alterations included in the standard diagnostic panel in northern Poland. However, the remaining seven BRCA1/2 mutations (35 %) would be missed by the standard approach and were detected in unique patients. A substantial proportion (n = 5/12; 41 %) of mutation-positive individuals with complete family history reported no incidence of breast or ovarian cancer in their relatives. This observation, together with the raising perspectives for personalized therapy targeting BRCA1/2 signaling pathways indicates the necessity of comprehensive genetic screening in all ovarian cancer patients. However, due to the limited sensitivity of the standard genetic screening presented in this study (65 %) an application of next generation sequencing in molecular diagnostics of BRCA1/2 genes should be considered.				Ratajska, Magdalena/0000-0001-7015-1865; Kuzniacka, Alina/0000-0002-9396-3273; Stukan, Maciej/0000-0003-2376-4663; Wasag, Bartosz/0000-0002-3634-7562										1234-1983	2190-3883	10.1007/s13353-014-0254-5																		
J	BCI:BCI201700813896				RETRACTION: Hereditary Breast and Ovarian Cancer Syndrome (Retraction of Vol 130, Pg E 110, 2017)		Anonymous									Obstetrics & Gynecology		2015	MAY 2015	125	5																								0029-7844	0029-7844																			
