PT	UT	PM	DT	LT	TI	FT	AU	CA	BA	BE	PN	AE	DG	PC	PL	SO	SE	PY	PD	VL	IS	PS	BP	EP	LA	ME	CT	CL	CY	SP	AB	C1	EM	RI	OI	U1	U2	CR	NR	TC	Z9	PU	PA	SC	SN	EI	DI	BN	MC	CC	TA	DS	CH	GN	SD	GE	TM	MQ	PR	MI	OA	HC	HP	DA	
J	BCI:BCI201800683703	29891971			Survival Comparisons Between Early Male and Female Breast Cancer Patients		Wang, Kang (kang_wang0822@hotmail.com) ; Wang, Qiu-Juan; Xiong, Yong-Fu; Shi, Yang; Yang, Wen-Jing; Zhang, Xiang (85910545@gg.com) ; Li, Hong-Yuan (hongy_li@hotmail.com)									Scientific Reports		2018	JUN 11 2018	8		Article No.: 8900	8900								We aimed to compare the overall survival (OS) and standardized mortality rate (SMR) of the male breast cancer (MBC) with female breast cancer (FBC) after propensity score matching. Based on the Surveillance, Epidemiology, and End Results (SEER), the early breast cancer patients (T1-2N0-2M0) were extracted from 1998-2007. This study included 1,111 and 2,151 patients with early MBC and FBC, respectively, whose clinicopathological characteristics were well balanced. At a mean follow-up time of 97 months, 10-year OS rate was 58.3% in the MBC group and 68.7% in the FBC (log-rank test, P < 0.001; hazard ratio (HR) = 1.45, 95% confidence interval (CI) = 1.29 to 1.64). Adjusted HR for OS between MBC and FBC were revealed from propensity score matched-multivariable Cox proportional hazards models (HR =1.53, 95% CI = 1.35 to 1.73). Similar adjusted SMRs between MBC and FBC ((SMR = 1.98, 95% CI = 1.83,2.14) for FBC and (SMR = 2.07, 95%Cl = 1.88-2.28) for MBC) were observed. The nomogram was constructed for FBC, and predicted probabilities were generally good (C-index=0.71), whose area under curve is higher than TNM stage classification (0.74 vs 0.62). OS was significantly decreased among early MBC patients compared with FBC, but similar SMRs and its trends by age groups were observed between MBC and FBC except for young patients.														2045-2322	2045-2322	10.1038/s41598-018-26199-6																		
J	BCI:BCI201800769114	29752333			The endocrinology of male breast cancer		Fentiman, Ian S. (ian.fentiman@kcl.ac.uk)									Endocrine-Related Cancer		2018	JUN 2018	25	6	R365-R373	R365	R373							Male breast cancer (MBC) is a rare disease but, as a result of epidemiological collaborations, there is now greater clarity concerning endocrine risk factors. The significant rise in global age-standardised mean BMI in men is likely to lead to increases in incidence of maturity-onset diabetes and MBC. The metabolic changes accompanying obesity decrease androgens and sex hormone-binding globulin (SHBG), thereby increasing available oestrogens. The higher rates of MBC in North and Equatorial Africa are largely due to liver damage from endemic bilharziasis and hepatitis B causing elevated oestradiol (E-2) levels from hepatic conversion of androgen. Klinefelter's syndrome (XXY) is associated with a 50-fold increase in incidence of MBC compared with XY males, and this is the most pronounced evidence for testicular malfunction amplifying risk. Delay in presentation means that up to 40% of cases have stage III or stage IV disease at diagnosis. No randomised controlled trials have been reported on endocrine treatment of advanced disease or adjuvant/neoadjuvant therapy following or preceding surgery. Tamoxifen is the most effective endocrine therapy, but side effects can lead to non-compliance in a substantial number of men. Aromatase inhibitors are less effective because they do not inhibit testicular oestrogen production. There is an urgent need for collaborative trials to provide an evidence base for the most effective endocrine and least toxic therapies for men with breast cancer.														1351-0088	1479-6821	10.1530/ERC-18-0117																		
J	BCI:BCI201800417309	29335925			Germline deleterious mutations in genes other than BRCA2 are infrequent in male breast cancer		Fostira, Florentia (florentia_fostira@hotmail.com) ; Saloustros, Emmanouil; Apostolou, Paraskevi; Vagena, Andromahi; Kalfakakou, Despoina; Mauri, Davide; Tryfonopoulos, Dimitrios; Georgoulias, Vassileios; Yannoukakos, Drakoulis; Fountzilas, Georgios; Konstantopoulou, Irene									Breast Cancer Research and Treatment		2018	MAY 2018	169	1	105-113	105	113							Male breast cancer (MBC) is a rare cancer entity, with mutations in BRCA1 and BRCA2 genes accounting for similar to 10% of patients. Multiple-gene sequencing has already entered clinical practice for female breast cancer, whereas the performance of panel testing in MBC has not been studied extensively. Therefore, the aim of this study was to evaluate the clinical utility of panel testing for MBC, by the largest gene panel used so far, through investigation of patients deriving from a population with known founder effects.Genomic DNA from one hundred and two Greek MBC patients, unselected for age and family history, was used to prepare libraries which capture the entire coding regions of 94 cancer genes.Loss-of-function (LoF) mutations were found in 12.7% of the cases, distributed in six genes: BRCA2, ATM, BRCA1, CHEK2, PMS2, and FANCL. BRCA2 mutations were the most frequent, followed by ATM mutations, accounting for 6.9 and 2%, respectively, while mutations in other genes were detected in single cases. Age at diagnosis or family history was not predictive of mutation status. Beyond mutations in established breast cancer predisposing genes, LoF mutations in PMS2 and FANCL among MBC patients are reported here for the first time.Our findings, using the largest gene panel for MBC patients so far, indicate that BRCA testing should be the primary concern for MBC patients. Until sufficient evidence arises from larger studies, multiple-gene panels may be of limited benefit for MBC and their families, at least for MBC patients of specific descent.				Fostira, Florentia/0000-0003-2751-2332										0167-6806	1573-7217	10.1007/s10549-018-4661-x																		
J	BCI:BCI201800443284	29287190			A possible role of FANCM mutations in male breast cancer susceptibility: Results from a multicenter study in Italy		Silvestri, Valentina; Rizzolo, Piera; Zelli, Veronica; Valentini, Virginia; Zanna, Ines; Bianchi, Simonetta; Tibiletti, Maria Grazia; Varesco, Liliana; Russo, Antonio; Tommasi, Stefania; Coppa, Anna; Capalbo, Carlo; Calistri, Daniele; Viel, Alessandra; Cortesi, Laura; Manoukian, Siranoush; Bonanni, Bernardo; Montagna, Marco; Palli, Domenico; Radice, Paolo; Peterlongo, Paolo; Ottini, Laura (laura.ottini@uniroma1.it)									Breast		2018	APR 2018	38		92-97	92	97							Introduction: Breast cancer (BC) in men is a rare disease, whose etiology appears to be associated with genetic factors. Inherited mutations in BRCA1/2 genes account for about 10-15% of all cases. FANCM, functionally linked to BRCA1/2, has been suggested as a novel BC susceptibility gene. Our aim was to test if FANCM germline mutations could further explain male BC (MBC) susceptibility.Methods: We screened the entire coding region of FANCM in 286 MBCs by a multi-gene panel analysis, and compared these data with available whole exome sequencing data from 415 men used as population controls. Moreover, we genotyped the two most frequent FANCM mutations (c.5101C>T and c.5791C>T) in 506 MBCs and 854 healthy male controls.Results: Two FANCM truncating mutations, the c.1432C>T (p.Arg478Ter) and c.1972C>T (p.Arg658Ter), were identified in two MBC cases (0.7%). When specifically considering cases at increased genetic risk for BC, FANCM mutation frequency raises up to 1%. One mutation, the c.2201_2202delCT (p.Ser734Terfs), was found among controls (0.24%). Mutation frequency in cases was higher than in controls, however this difference was not statistically significant. FANCM c.5101C>T was not present in any of the cases and controls analyzed, whereas FANCM c.5791C>T was found in two controls (0.23%).Conclusion: Rare FANCM truncating mutations, other than c.5101C>T and c.5791C>T, may have a role in MBC susceptibility. The inclusion of FANCM in gene panels for research purpose would allow for the identification of a higher number of mutation carriers, thus helping estimate BC risk associated with FANCM mutations. (C) 2018 Elsevier Ltd. All rights reserved.			Peterlongo, Paolo/Q-4717-2018; montagna, marco/E-2225-2012; Viel, Alessandra/J-7116-2018	montagna, marco/0000-0002-4929-2150; Viel, Alessandra/0000-0003-2804-0840										0960-9776	1532-3080	10.1016/j.breast.2017.12.013																		
J	BCI:BCI201800422774	29176636			Genetic and clinical characteristics in Japanese hereditary breast and ovarian cancer: first report after establishment of HBOC registration system in Japan		Arai, Masami (marai@jfcr.or.jp) ; Yokoyama, Shiro; Watanabe, Chie; Yoshida, Reiko; Kita, Mizuho; Okawa, Megumi; Sakurai, Akihiro; Sekine, Masayuki; Yotsumoto, Junko; Nomura, Hiroyuki; Akama, Yoshinori; Inuzuka, Mayuko; Nomizu, Tadashi; Enomoto, Takayuki; Nakamura, Seigo									Journal of Human Genetics		2018	APR 2018	63	4	447-457	447	457							The hereditary breast and ovarian cancer (HBOC) registration system of Japan was established by the Japanese HBOC Consortium. The first trial was registered in 2015 in four institutions to which some registration committee members belonged. We analyzed the information of 830 Japanese pedigrees, who underwent BRCA1/2 genetic testing, including mutation carriers with BRCA1 (N = 127) and BRCA2 (N = 115), and their families. The mutation-positive rate was 19.7%. Variants of uncertain significance were found in 6.5% of all individuals subjected to genetic testing for BRCA1/2. Compared to the United States, Japan had a higher mutation-positive rate in most categories, except for the groups with male breast cancer. Among the intrinsic subtypes of BRCA1-associated breast cancers, 75.8% were triple-negative. The incidence rate of contralateral breast cancer in BRCA1/2 mutation carriers was 0.99%/year. Among 240 mutation carriers, 26 and 62 patients underwent risk-reducing mastectomy (RRM) and risk-reducing salpingo-oophorectomy (RRSO), respectively; the respective frequencies of occult cancer were 7.1 and 3.2%. Metachronous breast cancer after RRM or peritoneal cancer after RRSO was not observed during the follow-up period. The nationwide registration system began last year and the system enables followup analysis in Japan.														1434-5161	1435-232X	10.1038/s10038-017-0355-1																		
J	BCI:BCI201800422787	29386572			Genetic and clinical characteristics in Japanese hereditary breast and ovarian cancer: first report after establishment of HBOC registration system in Japan (vol 63, pg 447, 2017)		Arai, Masami (marai@jfcr.or.jp) ; Yokoyama, Shiro; Watanabe, Chie; Yoshida, Reiko; Kita, Mizuho; Okawa, Megumi; Sakurai, Akihiro; Sekine, Masayuki; Yotsumoto, Junko; Nomura, Hiroyuki; Akama, Yoshinori; Inuzuka, Mayuko; Nomizu, Tadashi; Enomoto, Takayuki; Nakamura, Seigo									Journal of Human Genetics		2018	APR 2018	63	4	541-542	541	542																					1434-5161	1435-232X	10.1038/s10038-017-0395-6																		
J	BCI:BCI201800313299	29203614			Copy number profiling of oncogenes in ductal carcinoma in situ of the male breast		Vermeulen, Marijn A.; Doebar, Shusma C.; van Deurzen, Carolien H. M.; Martens, John W. M.; van Diest, Paul J. (p.j.vandiest@umcutrecht.nl) ; Moelans, Cathy B.									Endocrine-Related Cancer		2018	MAR 2018	25	3	173-184	173	184							Characterizing male breast cancer (BC) and unraveling male breast carcinogenesis is challenging because of the rarity of this disease. We investigated copy number status of 22 BC-related genes in 18 cases of pure ductal carcinoma in situ (DCIS) and in 49 cases of invasive carcinoma (IC) with adjacent DCIS (DCIS-AIC) in males using multiplex ligation-dependent probe amplification (MLPA). Results were compared to female BC and correlated with survival. Overall, copy number ratio and aberration frequency including all 22 genes showed no significant difference between the 3 groups. Individual unpaired analysis revealed a significantly higher MTDH copy number ratio in IC compared to DCIS-AIC and pure DCIS (P = 0.009 and P = 0.038, respectively). ADAM9 showed a significantly lower copy number aberration frequency in male BC, compared to female BC (P = 0.020). In DCIS-AIC, MTDH, CPD, CDC6 and TOP2A showed a lower frequency of copy number increase in males compared to females (P < 0.001 for all 4 genes). In IC, CPD gain and CCNE1 gain were independent predictors of poor overall survival. In conclusion, male DCIS and IC showed a similar copy number profile for 21 out of 22 interrogated BC-related genes, illustrating their clonal relation and the genetically advanced state of male DCIS. MTDH showed a higher copy number ratio in IC compared to adjacent and pure DCIS and may therefore play a role in male breast carcinogenesis. Differences were detected between male and female DCIS for 4 genes pointing to differences in breast carcinogenesis between the sexes.														1351-0088	1479-6821	10.1530/ERC-17-0338																		
J	BCI:BCI201800163535	29055048			Adolescent obesity and adult male breast cancer in a cohort of 1,382,093 men		Keinan-Boker, Lital (lital.keinan2@moh.health.gov.il) ; Levine, Hagai; Leiba, Adi; Derazne, Estela; Kark, Jeremy D.									International Journal of Cancer		2018	MAR 1 2018	142	5	910-918	910	918							Male breast cancer (MBC) accounts for 1% of all breast cancer. Adult obesity and tallness are risk factors for MBC, but the role of adolescent fatness is largely unknown. We aimed to assess the association between body mass index (BMI) in adolescence and the incidence of MBC in a large cohort of 16- to 19-year-old Israeli males. 1,382,093 Jewish Israeli males aged 16-19 who underwent anthropometric measurements, a general intelligence test (GIT) and other examinations during 1967-2011, were followed up to December 31, 2012 for MBC incidence. Cox proportional hazards models assessed the association between adolescent BMI (as WHO BMI categories and as age-specific CDC percentiles) and time to MBC diagnosis, adjusting for sociodemographic covariates. Of 100 MBC cases diagnosed during 29,386,233 person-years of follow-up, 97 were included in multivariable analyses. Compared to healthy BMI (18.5-24.9 kg/m(2)) and adjusted for year of birth, country of origin and GIT score, higher adolescent BMI was associated with higher MBC risk: hazard ratio (HR)=2.01 (95% confidence interval [CI] 1.14-3.55, p=0.015) in overweight (25.0 <= BMI < 30.0 kg/m(2)) adolescents; and HR=4.97 (95%CI 2.14-11.53, p=0.0002) in obese (BMI >= 30.0 kg/m(2)) adolescents. When CDC age-specific BMI percentiles were assessed results were similar and statistically significant for obesity. In addition, low (vs. high) GIT score (HR=4.76, 95%CI 1.96-12.50, p=0.001) and European (vs. west-Asian) origin (HR=1.99, 95%CI 1.19-3.34, p=0.009) were independent predictors of MBC. Measured adolescent overweight and obesity are associated with increased risk of MBC, suggesting a modifiable risk factor potentially allowing for early intervention. The novel association with cognitive function should be further explored.				Keinan-Boker, Lital/0000-0002-8092-0717										0020-7136	1097-0215	10.1002/ijc.31121																		
J	BCI:BCI201800283536	29396493			Characterizing steroid hormone receptor chromatin binding landscapes in male and female breast cancer		Severson, Tesa M.; Kim, Yongsoo; Joosten, Stacey E. P.; Schuurman, Karianne; van der Groep, Petra; Moelans, Cathy B.; ter Hoeve, Natalie D.; Manson, Quirine F.; Martens, John W.; van Deurzen, Carolien H. M.; Barbe, Ellis; Hedenfalk, Ingrid; Bult, Peter; Smit, Vincent T. H. B. M.; Linn, Sabine C.; van Diest, Paul J.; Wessels, Lodewyk; Zwart, Wilbert (w.zwart@nki.nl)									Nature Communications		2018	FEB 2 2018	9		Article No.: 482	482								Male breast cancer (MBC) is rare and poorly characterized. Like the female counterpart, most MBCs are hormonally driven, but relapse after hormonal treatment is also noted. The panhormonal action of steroid hormonal receptors, including estrogen receptor alpha (ER alpha), androgen receptor (AR), progesterone receptor (PR), and glucocorticoid receptor (GR) in this understudied tumor type remains wholly unexamined. This study reveals genomic cross-talk of steroid hormone receptor action and interplay in human tumors, here in the context of MBC, in relation to the female disease and patient outcome. Here we report the characterization of human breast tumors of both genders for cistromic make-up of hormonal regulation in human tumors, revealing genome-wide chromatin binding landscapes of ER alpha, AR, PR, GR, FOXA1, and GATA3 and enhancer-enriched histone mark H3K4me1. We integrate these data with transcriptomics to reveal gender-selective and genomic location-specific hormone receptor actions, which associate with survival in MBC patients.			Bult, P./L-4236-2015	Bult, P./0000-0001-6427-9889; Hedenfalk, Ingrid/0000-0002-6840-3397; Martens, John/0000-0002-3428-3366										2041-1723		10.1038/s41467-018-02856-2																		
J	BCI:BCI201800371397				Prognostic value of PD-L1 expression in male breast cancer		Abdeljaoued, Syrine; Bettaieb, Ilhem; Adouni, Olfa; Goucha, Aida; Chiba, Dorra; Bouzaiene, Hatem; Ben Hassouna, Jamel; Boussen, Hamouda; Rahal, Khaled; Gamoudi, Amor									Cancer Research		2018	FEB 2018	78	4, Suppl. S	P5-23-05	P5																						0008-5472	1538-7445																			
J	BCI:BCI201800371396				Men with advanced breast cancer (BC): Initial phase (Ph) 2 clinical activity of seviteronel, a selective CYP17-lyase and androgen receptor (AR) inhibitor		Elias, Anthony; Gucalp, Ayca; Bardia, Aditya; Resaul, Andrew; Eisner, Joel; Baskin-Bey, Edwina; Traina, Tiffany A.									Cancer Research		2018	FEB 2018	78	4, Suppl. S	P5-23-04	P5																						0008-5472	1538-7445																			
